utt_id,maya,spanish,spk_id,start,end
UIEXyC2mBfc_0010,wey t otoche',,spk_001,00:01:31.850,00:01:34.150
UIEXyC2mBfc_0011,wey t otoche'exe',,spk_001,00:01:39.350,00:01:41.150
UIEXyC2mBfc_0012,wey ta wotoche'exe',,spk_006,00:01:46.850,00:01:49.150
UIEXyC2mBfc_0013,wey tu yotocho'obe',,spk_006,00:01:53.850,00:01:56.150
UIEXyC2mBfc_0014,beyili' u ko'onolo',,spk_006,00:02:00.850,00:02:04.150
UIEXyC2mBfc_0015,beyili' u beeta'alo',,spk_006,00:02:08.850,00:02:12.150
UIEXyC2mBfc_0016,beyili' u ts'íibta'alo',,spk_006,00:02:17.850,00:02:21.150
UIEXyC2mBfc_0017,beyili' u xo'okolo',,spk_001,00:02:25.850,00:02:28.150
UIEXyC2mBfc_0018,beyili' u ya'ala'alo',,spk_001,00:02:32.850,00:02:35.150
UIEXyC2mBfc_0019,beyili' u báaxta'alo',,spk_001,00:02:38.850,00:02:42.150
UIEXyC2mBfc_0020,beyili' u pak'achta'alo',,spk_001,00:02:46.850,00:02:50.150
UIEXyC2mBfc_0021,beyili' u yóok'osta'alo',,spk_001,00:02:54.850,00:02:58.150
UIEXyC2mBfc_0022,beyili' u jaanta'alo',,spk_006,00:03:02.450,00:03:04.450
UIEXyC2mBfc_0023,beyili' u yu'uk'ulo',,spk_006,00:03:08.850,00:03:11.150
UIEXyC2mBfc_0024,beyili'o',,spk_006,00:03:15.350,00:03:17.150
UIEXyC2mBfc_0025,beyili' in wotocho',,spk_006,00:03:21.850,00:03:24.150
nR_9dDI-Xmk_0000,jkaline' táan u bin u man bak' k'íiwik,,spk_006,00:00:24.850,00:00:28.150
nR_9dDI-Xmk_0001,le ka'aj tu yojéeltaj jkalin ku koonol jsaan k'íiwike',,spk_008,00:00:30.850,00:00:34.350
nR_9dDI-Xmk_0002,ka'aj bin u man jump'íit bak' ti',,spk_008,00:00:35.850,00:00:39.150
nR_9dDI-Xmk_0003,ja'ak' u yóol jkalin ka'aj tu yu'ubaj bajux le bak'o',,spk_008,00:00:40.850,00:00:45.150
nR_9dDI-Xmk_0004,tumen jo'e' seen ko'oj,,spk_008,00:00:45.850,00:00:49.150
nR_9dDI-Xmk_0005,"jsaan, ts'o'ok in taal in man tech bak'",,spk_009,00:00:51.850,00:00:55.150
nR_9dDI-Xmk_0006,ba'ax bak'el a k'áatij,,spk_010,00:00:56.850,00:00:59.150
nR_9dDI-Xmk_0007,ba'ax seen yaan,,spk_009,00:00:59.850,00:01:02.150
nR_9dDI-Xmk_0008,u bak'el wakax yéetel jun p'íit u bak'el kéek'en p'aatal,,spk_010,00:01:02.850,00:01:08.150
nR_9dDI-Xmk_0009,ts'áaj ten ka'a p'éel kiilo u ch'ala'atel le k'éek'eno',,spk_009,00:01:08.850,00:01:13.150
nR_9dDI-Xmk_0010,ko'ox ilik wáa je'el u chúukpajal ka'a p'éel kiiloe',,spk_010,00:01:13.850,00:01:18.150
nR_9dDI-Xmk_0011,"wáa ma' tu chúukpajale', le buka'aj yane' ka ts'áik ten",,spk_009,00:01:18.850,00:01:23.150
nR_9dDI-Xmk_0012,kex chéen jun p'éel kiilo,,spk_010,00:01:24.850,00:01:27.150
nR_9dDI-Xmk_0013,"kex chéen, je'el a chúukpesik ten yéetel uláak' bak'e'",,spk_009,00:01:27.850,00:01:32.150
nR_9dDI-Xmk_0014,"tu ts'aj tech uts, jach ka'a p'éel kiilo yani'",,spk_010,00:01:33.850,00:01:38.150
nR_9dDI-Xmk_0015,bajux túun jsaan,,spk_009,00:01:39.850,00:01:41.150
nR_9dDI-Xmk_0016,"$50 pesos, tumeen jun p'éel kiiloe' $25",,spk_010,00:01:43.850,00:01:48.150
nR_9dDI-Xmk_0017,ma' ko'oji'; jo'e' maas ko'oj,,spk_009,00:01:50.350,00:01:54.150
nR_9dDI-Xmk_0018,wey kaaje' beyili' u ko'onolo',,spk_010,00:01:55.850,00:01:58.150
nR_9dDI-Xmk_0019,jaach jaaj,,spk_009,00:02:00.000,00:02:01.650
nR_9dDI-Xmk_0020,jaach jaaj: je'el a wo'och bak'a',,spk_010,00:02:02.850,00:02:07.150
nR_9dDI-Xmk_0021,"je'el xan le $50 pesosa'; ma'alob, dios bo'otik",,spk_009,00:02:07.850,00:02:13.150
nR_9dDI-Xmk_0022,"ma'alob, mix ba'al",,spk_010,00:02:13.850,00:02:16.150
EbnkLNK7sZc_0000,bey u beeta'alo',,spk_006,00:00:23.850,00:00:26.150
EbnkLNK7sZc_0001,bey u ts'íibta'alo',,spk_001,00:00:29.850,00:00:32.150
EbnkLNK7sZc_0002,bey u xo'okolo',,spk_001,00:00:35.850,00:00:38.150
EbnkLNK7sZc_0003,bey u ya'ala'alo',,spk_001,00:00:42.350,00:00:44.150
EbnkLNK7sZc_0004,beyo',,spk_001,00:00:48.850,00:00:50.150
EbnkLNK7sZc_0005,bey in wotocho',,spk_001,00:00:53.850,00:00:56.150
EbnkLNK7sZc_0006,je'el a wo'och bak'a',,spk_006,00:01:01.850,00:01:04.150
EbnkLNK7sZc_0007,je'el a wo'och bak'o',,spk_006,00:01:09.850,00:01:12.150
EbnkLNK7sZc_0008,je'el a janala',,spk_006,00:01:17.850,00:01:19.150
EbnkLNK7sZc_0009,je'el a janalo',,spk_006,00:01:24.850,00:01:27.150
EbnkLNK7sZc_0010,je'el a janale'exa',,spk_006,00:01:30.850,00:01:34.150
EbnkLNK7sZc_0011,je'el a janale'exo',,spk_001,00:01:40.350,00:01:42.150
EbnkLNK7sZc_0012,je'el u janalo'oba',,spk_001,00:01:48.350,00:01:50.150
EbnkLNK7sZc_0013,je'el u janalo'obo',,spk_001,00:01:56.350,00:01:58.150
EbnkLNK7sZc_0014,mix ba'al,,spk_001,00:02:03.850,00:02:05.150
EbnkLNK7sZc_0015,mix máak,,spk_001,00:02:10.750,00:02:12.150
EbnkLNK7sZc_0016,mix tu'ux,,spk_006,00:02:18.350,00:02:20.150
EbnkLNK7sZc_0017,mix bik'in,,spk_006,00:02:23.850,00:02:26.150
j6FymOVEjVM_0000,jkaline' taak u xíimbaltik jsaan,,spk_006,00:00:25.450,00:00:28.150
j6FymOVEjVM_0001,taak in wilik a kiik,,spk_006,00:00:35.850,00:00:38.150
j6FymOVEjVM_0002,taak a manik juntúul úulum,,spk_006,00:00:44.850,00:00:47.150
j6FymOVEjVM_0003,taak k jaantik píibil k'éek'en,,spk_006,00:00:53.850,00:00:57.150
j6FymOVEjVM_0004,jrooch yéetel tene' taak k ts'onik juntúul kéej,,spk_006,00:01:03.850,00:01:08.150
j6FymOVEjVM_0005,"teen, teech yéetel jraache' taak k ts'o'oksike'ex le meyajo'",,spk_001,00:01:15.850,00:01:22.150
j6FymOVEjVM_0006,taak a kanike'ex maaya,,spk_001,00:01:30.850,00:01:34.150
j6FymOVEjVM_0007,xkaat yéetel teche' taak a konike'ex jump'éel mayak che',,spk_001,00:01:39.850,00:01:44.150
j6FymOVEjVM_0008,taak u yóok'ostiko'ob jáarana,,spk_001,00:01:52.850,00:01:56.150
j6FymOVEjVM_0009,xtiina yéetel jmaate' taak u yuk'iko'ob k'eyem,,spk_001,00:02:01.850,00:02:07.150
j6FymOVEjVM_0010,ba'ale' ma' in wojel tu'ux yani',,spk_006,00:02:14.850,00:02:18.150
j6FymOVEjVM_0011,ba'ale' ma' u yojel tu'ux yanechi',,spk_006,00:02:24.850,00:02:28.150
j6FymOVEjVM_0012,ba'ale' ma' k ojel tu'ux yan a wotochi',,spk_006,00:02:34.850,00:02:39.150
j6FymOVEjVM_0013,ba'ale' ma' a wojele'ex tu'ux yaneni',,spk_006,00:02:44.850,00:02:48.150
j6FymOVEjVM_0014,ba'ale' ma' u yojelo'ob tu'ux yano'oni',,spk_006,00:02:54.350,00:02:58.150
j6FymOVEjVM_0015,ba'ale' ma' u yojelo'ob tu'ux yano'one'exi',,spk_001,00:03:04.850,00:03:08.150
j6FymOVEjVM_0016,ba'ale' ma'a wojel tu'ux yan in kaajali',,spk_001,00:03:14.850,00:03:19.150
j6FymOVEjVM_0017,ba'ale' jabuche' ma' u yojel tu'ux yan in wíits'ini',,spk_001,00:03:26.850,00:03:31.150
j6FymOVEjVM_0018,tin wilaj juntúul kaan,,spk_001,00:03:38.850,00:03:41.150
j6FymOVEjVM_0019,ta konaj ixi'im,,spk_001,00:03:47.250,00:03:49.150
j6FymOVEjVM_0020,tu manaj juntúul wakax,,spk_006,00:03:54.850,00:03:58.150
j6FymOVEjVM_0021,t kanaj ts'íib,,spk_006,00:04:04.350,00:04:06.150
j6FymOVEjVM_0022,t bisaje'ex jump'éel siibal,,spk_006,00:04:11.850,00:04:15.150
j6FymOVEjVM_0023,ta k'aj óoltaje'ex don jbiicho,,spk_006,00:04:21.850,00:04:24.650
j6FymOVEjVM_0024,tu ts'onajo'ob juntúul t'u'ul,,spk_006,00:04:30.850,00:04:34.150
j6FymOVEjVM_0025,tin wóok'ostaj k'ub pool,,spk_001,00:04:39.850,00:04:43.150
j6FymOVEjVM_0026,ta báaxtaj kíimboomba,,spk_001,00:04:50.450,00:04:53.150
j6FymOVEjVM_0027,jkaase' tu jaantaj chakbil nal,,spk_001,00:04:59.850,00:05:03.150
j6FymOVEjVM_0028,t bo'otaj k p'aax,,spk_001,00:05:10.550,00:05:13.150
j6FymOVEjVM_0029,t k'amaje'ex u'ulab,,spk_001,00:05:18.350,00:05:21.150
j6FymOVEjVM_0030,ta xíimbalte'ex xmáaj seeb,,spk_006,00:05:26.850,00:05:29.150
j6FymOVEjVM_0031,tu yuk'o'ob sa',,spk_006,00:05:35.850,00:05:38.150
JxyTduf-wFQ_0000,tsikbalnajen ta wéetel,,spk_006,00:00:26.950,00:00:29.150
JxyTduf-wFQ_0001,tsikbalnajech tin wéetel,,spk_006,00:00:34.850,00:00:37.150
JxyTduf-wFQ_0002,tsikbalnaj ta wéetele'ex,,spk_006,00:00:42.850,00:00:45.150
JxyTduf-wFQ_0003,tsikbalnajo'on ta wéetele'ex,,spk_001,00:00:51.550,00:00:54.150
JxyTduf-wFQ_0004,tsikbalnajo'one'ex yéetel,,spk_001,00:01:00.350,00:01:03.150
JxyTduf-wFQ_0005,tsikbalnaj t éetele'ex,,spk_001,00:01:07.850,00:01:10.550
JxyTduf-wFQ_0006,tsikbalnaje'ex t éetel,,spk_001,00:01:15.850,00:01:19.150
JxyTduf-wFQ_0007,tsikbalnajo'ob t éetel,,spk_001,00:01:24.450,00:01:27.150
JxyTduf-wFQ_0008,tin k'áataj in wu'uy tech,,spk_006,00:01:33.850,00:01:36.150
JxyTduf-wFQ_0009,tin k'áataj in wu'uy ti',,spk_006,00:01:42.450,00:01:45.150
JxyTduf-wFQ_0010,tin k'áataj in wu'uy te'ex,,spk_006,00:01:51.850,00:01:54.350
JxyTduf-wFQ_0011,tin k'áataj in wu'uy ti'ob,,spk_006,00:02:01.550,00:02:03.750
JxyTduf-wFQ_0012,ta k'áataj a wu'uy ten,,spk_006,00:02:10.350,00:02:13.150
JxyTduf-wFQ_0013,ta k'áataj a wu'uy ti',,spk_001,00:02:19.850,00:02:22.150
JxyTduf-wFQ_0014,ta k'áataj a wu'uy to'on,,spk_001,00:02:28.850,00:02:31.450
JxyTduf-wFQ_0015,ta k'áataj a wu'uy ti'ob,,spk_001,00:02:36.850,00:02:39.150
JxyTduf-wFQ_0016,tu k'áataj u yu'ub ten,,spk_001,00:02:44.850,00:02:47.150
JxyTduf-wFQ_0017,tu k'áataj u yu'ub tech,,spk_001,00:02:52.850,00:02:54.650
JxyTduf-wFQ_0018,tu k'áataj u yu'ub to'on,,spk_006,00:03:00.850,00:03:04.150
JxyTduf-wFQ_0019,tu k'áataj u yu'ub to'one'ex,,spk_006,00:03:10.850,00:03:13.450
JxyTduf-wFQ_0020,tu k'áataj u yu'ub te'ex,,spk_006,00:03:19.850,00:03:22.150
JxyTduf-wFQ_0021,tu k'áataj u yu'ub ti'ob,,spk_006,00:03:28.350,00:03:31.150
JxyTduf-wFQ_0022,tu'ux kaja'anech,,spk_006,00:03:37.850,00:03:40.150
JxyTduf-wFQ_0023,tu'ux kaja'an jturix,,spk_001,00:03:46.350,00:03:48.450
JxyTduf-wFQ_0024,tu'ux kaja'ane'ex,,spk_001,00:03:56.850,00:03:58.850
JxyTduf-wFQ_0025,tu'ux kaja'ano'ob,,spk_001,00:04:05.850,00:04:07.550
JxyTduf-wFQ_0026,utia'al ka'aj páajchak in bin in wilech,,spk_001,00:04:12.850,00:04:17.149
JxyTduf-wFQ_0027,utia'al ka'aj páajchak a bin a wilej,,spk_001,00:04:21.850,00:04:25.150
JxyTduf-wFQ_0028,utia'al ka'aj páajchak u bin u yilo'on,,spk_006,00:04:30.850,00:04:34.150
JxyTduf-wFQ_0029,utia'al ka'aj páajchak u bin u yilo'one'ex,,spk_006,00:04:40.350,00:04:44.150
JxyTduf-wFQ_0030,utia'al ka'aj páajchak k bin ile'ex,,spk_006,00:04:50.850,00:04:54.150
JxyTduf-wFQ_0031,utia'al ka'aj páajchak a bin a wile'exo'ob,,spk_006,00:05:00.850,00:05:05.150
JxyTduf-wFQ_0032,utia'al ka'aj páajchak u bin u yileno'ob,,spk_006,00:05:11.350,00:05:14.650
h0dyPubrKmY_0000,máaxech,,spk_001,00:00:25.850,00:00:27.650
h0dyPubrKmY_0001,máaxi',,spk_001,00:00:33.850,00:00:35.150
h0dyPubrKmY_0002,máaxe'ex,,spk_001,00:00:40.850,00:00:42.650
h0dyPubrKmY_0003,máaxo'ob,,spk_001,00:00:48.850,00:00:50.150
h0dyPubrKmY_0004,máax a suku'un,,spk_001,00:00:56.350,00:00:58.150
h0dyPubrKmY_0005,máax u yatan a suku'un,,spk_006,00:01:05.549,00:01:07.850
h0dyPubrKmY_0006,máax u yíicham a kiik,,spk_006,00:01:15.150,00:01:17.950
h0dyPubrKmY_0007,jkalinen,,spk_006,00:01:25.850,00:01:27.450
h0dyPubrKmY_0008,jkalinech,,spk_006,00:01:32.850,00:01:35.150
h0dyPubrKmY_0009,jkalin,,spk_006,00:01:39.850,00:01:41.450
h0dyPubrKmY_0010,yáax in wilikecha',,spk_001,00:01:45.850,00:01:48.150
h0dyPubrKmY_0011,yáax in wilika',,spk_001,00:01:54.850,00:01:56.550
h0dyPubrKmY_0012,yáax u yiliko'ona',,spk_001,00:02:02.850,00:02:05.450
h0dyPubrKmY_0013,yáax u yiliko'one'exa',,spk_001,00:02:11.850,00:02:14.550
h0dyPubrKmY_0014,yáax k ilike'exa',,spk_001,00:02:20.850,00:02:23.250
h0dyPubrKmY_0015,yáax a wilike'exo'oba,,spk_006,00:02:28.850,00:02:31.150
h0dyPubrKmY_0016,yáax u yilikeno'oba',,spk_006,00:02:36.850,00:02:39.150
h0dyPubrKmY_0017,úuch in wilech,,spk_006,00:02:44.850,00:02:47.150
h0dyPubrKmY_0018,úuch a wilej,,spk_006,00:02:52.850,00:02:55.150
h0dyPubrKmY_0019,úuch in wil u chiich in wíicham,,spk_006,00:02:59.850,00:03:03.150
h0dyPubrKmY_0020,úuch u yilo'on,,spk_001,00:03:08.850,00:03:11.150
h0dyPubrKmY_0021,úuch k ile'ex,,spk_001,00:03:16.350,00:03:18.650
h0dyPubrKmY_0022,úuch a wile'exo'ob,,spk_001,00:03:23.850,00:03:26.150
h0dyPubrKmY_0023,úuch u yileno'ob,,spk_001,00:03:31.850,00:03:33.650
h0dyPubrKmY_0024,úuch a wil u yíicham a chiich,,spk_001,00:03:38.450,00:03:41.550
DN4cR-f7svU_0000,tu'ux yanech,,spk_006,00:00:26.850,00:00:29.150
DN4cR-f7svU_0001,tu'ux yane'ex,,spk_006,00:00:33.850,00:00:36.150
DN4cR-f7svU_0002,tu'ux yan,,spk_006,00:00:42.350,00:00:44.150
DN4cR-f7svU_0003,tu'ux yano'ob,,spk_006,00:00:50.850,00:00:52.650
DN4cR-f7svU_0004,tu'ux yan a ts'aak,,spk_006,00:00:58.850,00:01:01.150
DN4cR-f7svU_0005,tu'ux yan u míis a chiich,,spk_001,00:01:06.650,00:01:09.450
DN4cR-f7svU_0006,toj in wóol,,spk_001,00:01:14.850,00:01:17.150
DN4cR-f7svU_0007,toj a wóol,,spk_001,00:01:22.850,00:01:24.150
DN4cR-f7svU_0008,toj u yóol,,spk_001,00:01:29.850,00:01:31.150
DN4cR-f7svU_0009,toj k óol,,spk_001,00:01:36.850,00:01:38.150
DN4cR-f7svU_0010,toj k óole'ex,,spk_006,00:01:43.850,00:01:46.150
DN4cR-f7svU_0011,toj a wóole'ex,,spk_006,00:01:52.550,00:01:55.150
DN4cR-f7svU_0012,toj u yóolo'ob,,spk_006,00:01:59.850,00:02:02.150
DN4cR-f7svU_0013,toj u yóol in kiik,,spk_006,00:02:07.850,00:02:10.150
DN4cR-f7svU_0014,toj u yóol a suku'un,,spk_006,00:02:15.850,00:02:18.150
DN4cR-f7svU_0015,xtiila u ya'ala'al ten,,spk_001,00:02:23.850,00:02:27.150
DN4cR-f7svU_0016,jtiilo u ya'ala'al tech,,spk_001,00:02:32.850,00:02:36.150
DN4cR-f7svU_0017,jraach u ya'ala'al ti',,spk_001,00:02:41.850,00:02:44.150
DN4cR-f7svU_0018,xweela u ya'ala'al ti',,spk_001,00:02:49.850,00:02:52.150
DN4cR-f7svU_0019,bey in k'aaba'o',,spk_001,00:02:58.150,00:03:00.150
DN4cR-f7svU_0020,bey a k'aaba'o',,spk_006,00:03:05.850,00:03:08.150
DN4cR-f7svU_0021,bey u k'aaba'o',,spk_006,00:03:14.150,00:03:16.150
DN4cR-f7svU_0022,bey k k'aaba'o',,spk_006,00:03:22.250,00:03:24.150
DN4cR-f7svU_0023,bey k k'aaba'exo',,spk_006,00:03:30.650,00:03:32.450
sVhmtw2Vsio_0000,jkaline' taak u bin u xíimbalt jsaan,,spk_006,00:00:25.550,00:00:28.350
sVhmtw2Vsio_0001,jkaline' taak u bin u xíimbalt jsaan,,spk_008,00:00:31.350,00:00:34.150
sVhmtw2Vsio_0002,ba'ale' ma' u yojel tu'ux yan u yotochi',,spk_008,00:00:35.850,00:00:38.750
sVhmtw2Vsio_0003,ti' lelo' ka'aj tu yilaj xmáaj tiila,,spk_008,00:00:40.850,00:00:43.350
sVhmtw2Vsio_0004,tsikbalnaj túun tu yéetel,,spk_008,00:00:44.850,00:00:47.950
sVhmtw2Vsio_0005,ka'aj tu k'áataj xan u yu'ub ti' tu'ux kaja'an jsaan,,spk_008,00:00:49.150,00:00:52.750
sVhmtw2Vsio_0006,utia'al ka'aj páajchak u bin u yilej.,,spk_008,00:00:54.550,00:00:56.850
sVhmtw2Vsio_0007,"bix a beel, xunáan",,spk_009,00:01:00.850,00:01:02.350
sVhmtw2Vsio_0008,ma'alob máaxech beya' xi'ipal,,spk_011,00:01:04.650,00:01:07.450
sVhmtw2Vsio_0009,"jkalinen, in chiich xmáaj kooncha",,spk_009,00:01:10.050,00:01:13.550
sVhmtw2Vsio_0010,a chiich wáa le xmáaj koonchao',,spk_011,00:01:15.850,00:01:18.150
sVhmtw2Vsio_0011,"jaaj, leti'",,spk_009,00:01:20.850,00:01:22.150
sVhmtw2Vsio_0012,yáax in wilikecha',,spk_011,00:01:24.850,00:01:27.150
sVhmtw2Vsio_0013,"tene' jo' kaja'anen, tu yo'olal le je'elo' yáax a wilikena'",,spk_009,00:01:29.650,00:01:34.150
sVhmtw2Vsio_0014,"kux túun a maama yéetel a yuum, máaxo'ob",,spk_011,00:01:36.150,00:01:39.150
sVhmtw2Vsio_0015,"in maamae' xmáaj meech, in taatae' don jpoonso",,spk_009,00:01:42.850,00:01:47.150
sVhmtw2Vsio_0016,"in k'aj óolo'ob, ba'ale' úuch in wilo'ob, tu'ux yano'ob beya'",,spk_011,00:01:49.350,00:01:54.150
sVhmtw2Vsio_0017,"tia'ano'ob ítsmale', ti' kaja'ano'obi'",,spk_009,00:01:57.350,00:02:00.650
sVhmtw2Vsio_0018,"jaaj a t'aan, ti' kaja'ano'obi', bix u beelo'ob",,spk_011,00:02:02.850,00:02:08.150
sVhmtw2Vsio_0019,"ma'alob, toj u yóolo'ob; bix túun a k'aaba' xunáan",,spk_009,00:02:09.850,00:02:15.150
sVhmtw2Vsio_0020,"xdóomitila in k'aaba', chéen ba'ale' xtiila u ya'ala'al tene",,spk_011,00:02:18.850,00:02:23.150
sVhmtw2Vsio_0021,xmáaj tiila,,spk_009,00:02:26.450,00:02:28.150
sVhmtw2Vsio_0022,taak in bin in xíimbalt juntúul xi'ipal,,spk_009,00:02:29.150,00:02:31.750
sVhmtw2Vsio_0023,"jsaan u k'aaba', ba'ale' ma' in wojel tu'ux kaja'ani'",,spk_009,00:02:34.250,00:02:38.450
sVhmtw2Vsio_0024,a k'aj óool wáa,,spk_009,00:02:38.450,00:02:39.950
sVhmtw2Vsio_0025,tene' ka'atúul xi'ipal in k'aj óol bey u k'aaba'obo',,spk_011,00:02:42.850,00:02:47.150
sVhmtw2Vsio_0026,"ma' in wojel máakalmáak le ka wa'alik techo', máax u yuum",,spk_011,00:02:49.550,00:02:53.950
sVhmtw2Vsio_0027,ma ' in k'aj óol mix juntúul u láak'ali',,spk_009,00:02:57.850,00:03:01.150
sVhmtw2Vsio_0028,chéen ba'ax in wojele' ,,spk_009,00:03:00.950,00:03:02.450
sVhmtw2Vsio_0029,leti'e' ku konik bak' te'e k'íiwiko',,spk_009,00:03:05.650,00:03:08.250
sVhmtw2Vsio_0030,"wáa beyo' in wojel máaxi', ma' jach náach ti' in wotoch kaja'ani'",,spk_011,00:03:11.850,00:03:17.150
sVhmtw2Vsio_0031,bix je'el u páajtal in k'uchul tu yotoche',,spk_009,00:03:21.250,00:03:24.150
sVhmtw2Vsio_0032,táanile' xeen toj,,spk_011,00:03:26.850,00:03:29.150
sVhmtw2Vsio_0033,le kéen k'uchukech te'e tu'ux ku ko'onol le waajo',,spk_011,00:03:30.850,00:03:34.350
sVhmtw2Vsio_0034,"ka tséelel ta no'oj, jach míij tu yóok'ol óoxp'éel naje' ti'i'",,spk_011,00:03:36.750,00:03:42.150
sVhmtw2Vsio_0035,bix u yotoch le jsaano',,spk_009,00:03:44.850,00:03:47.150
sVhmtw2Vsio_0036,"jump'éel ya'ax pak'il naj, ma' jach nojochi'",,spk_011,00:03:49.850,00:03:55.150
sVhmtw2Vsio_0037,tu jáal u kootile' yaan junkúul nuxi' óoxi',,spk_011,00:03:57.250,00:04:00.450
sVhmtw2Vsio_0038,je'elo' kexi' ma' in sa'atale',,spk_009,00:04:02.850,00:04:05.350
sVhmtw2Vsio_0039,"ma' ta sa'atal, chéen ch'a'abil, u yuume' yuum jmiilo",,spk_011,00:04:07.850,00:04:12.150
sVhmtw2Vsio_0040,wáa ba'axe' je'el in k'áatik in wu'uy te'e bej tu'ux kaja'an le don jmiiloo',,spk_009,00:04:14.250,00:04:18.149
sVhmtw2Vsio_0041,beyi'istako'; aktáan ti' u yotoch le yuum jmiiloo' ti kaja'an in wáabil jleexoi',,spk_011,00:04:20.850,00:04:28.150
sVhmtw2Vsio_0042,tu yo'olal le je'elo' a wojel túun ma'alob,,spk_009,00:04:31.350,00:04:34.150
sVhmtw2Vsio_0043,"beyo', tene' ook'in in bin xíimbalt in wáabil, tumeen úuch in wilej",,spk_011,00:04:36.850,00:04:42.150
sVhmtw2Vsio_0044,"ma'alob túun xunáan, jach ya'abkach dios bo'otik",,spk_009,00:04:44.850,00:04:48.150
sVhmtw2Vsio_0045,ma'alob xi'ipal ko'ox ilik ba'ax k'iin,,spk_011,00:04:50.350,00:04:53.150
sVhmtw2Vsio_0046,u taalo'ob xíimbal a yuum yéetel a maama wey kaaje',,spk_011,00:04:54.850,00:05:00.150
sVhmtw2Vsio_0047,bey u ts'i' in wóol ka'abej u taalo'obe',,spk_009,00:05:01.850,00:05:05.150
sVhmtw2Vsio_0048,ka'aj a much a'al ti'ob ka'aj k'uchuk u xíimbal teno'ob,,spk_011,00:05:07.850,00:05:11.750
sVhmtw2Vsio_0049,taak in tsikbal yéetelo'ob,,spk_011,00:05:12.850,00:05:16.150
sVhmtw2Vsio_0050,je'el in wa'alik ti'obe',,spk_009,00:05:18.450,00:05:20.150
sVhmtw2Vsio_0051,ma'alob xi'ipal tak saabado túun,,spk_011,00:05:22.850,00:05:26.150
sVhmtw2Vsio_0052,"ma'alob, nika'aj in wil le jsaano'",,spk_009,00:05:28.650,00:05:31.450
y2IUqDI2vZA_0000,chéen ba'ax in wojele' leti'e' ku konik bak' te'e k'íiwiko',,spk_006,00:00:24.850,00:00:30.150
y2IUqDI2vZA_0001,chéen ba'ax a wojele' to'one k konik ja'as te'e k'íiwiko',,spk_006,00:00:38.850,00:00:43.150
y2IUqDI2vZA_0002,chéen ba'ax u yojele' te'exe' ka konike'ex juch'bil sikil te'e k'íiwiko',,spk_006,00:00:52.850,00:00:58.150
y2IUqDI2vZA_0003,chéen ba'ax k ojele' teche' ka konik ya' te'e k'íiwiko',,spk_006,00:01:08.350,00:01:12.850
y2IUqDI2vZA_0004,chéen ba'ax k ojele'exe' jkaase' ku konik janal te'e k'íiwiko',,spk_006,00:01:21.450,00:01:26.350
y2IUqDI2vZA_0005,chéen ba'ax a wojele'exe' leti'o'obe' ku koniko'ob chakal ja'as te'e k'íiwiko',,spk_001,00:01:34.250,00:01:39.850
y2IUqDI2vZA_0006,chéen ba'ax u yojelo'obe' tene' kin konik ya'ab ba'alo'ob te'e k'íiwiko',,spk_001,00:01:47.850,00:01:53.150
y2IUqDI2vZA_0007,"wáa beyo', in wojel",,spk_001,00:02:01.850,00:02:04.150
y2IUqDI2vZA_0008,"wáa beyo', a wojel tu'uxi'",,spk_001,00:02:09.850,00:02:12.150
y2IUqDI2vZA_0009,"wáa beyo', u yojel máaxi'",,spk_001,00:02:17.650,00:02:20.150
y2IUqDI2vZA_0010,"wáa beyo', k ojel bixij",,spk_006,00:02:25.850,00:02:28.150
y2IUqDI2vZA_0011,"wáa beyo', a wojele'ex máakalmáak",,spk_006,00:02:35.050,00:02:38.150
y2IUqDI2vZA_0012,"wáa beyo', u yojelo'ob ba'axi'",,spk_006,00:02:44.850,00:02:48.150
y2IUqDI2vZA_0013,wáa beyo' in wojel ba'ax k'iin,,spk_006,00:02:54.350,00:02:57.350
y2IUqDI2vZA_0014,wáa beyo' a wojel buka'aj,,spk_006,00:03:03.250,00:03:06.150
y2IUqDI2vZA_0015,"wáa beyo', jkaline' u yojel bajux",,spk_001,00:03:11.550,00:03:15.150
y2IUqDI2vZA_0016,"wáa beyo', k ojel ba'axten",,spk_001,00:03:20.850,00:03:23.150
y2IUqDI2vZA_0017,"wáa beyo', a k'aj óolene'ex",,spk_001,00:03:29.050,00:03:32.150
y2IUqDI2vZA_0018,wáa beyo' u k'aj óolecho'ob,,spk_001,00:03:38.550,00:03:41.150
y2IUqDI2vZA_0019,náach ti' in wotoch,,spk_001,00:03:47.850,00:03:50.150
y2IUqDI2vZA_0020,ma' náach ti' a wotochi',,spk_006,00:03:56.850,00:03:59.150
y2IUqDI2vZA_0021,jach náach ti' u yotoch,,spk_006,00:04:05.550,00:04:07.350
y2IUqDI2vZA_0022,ma' jach náach ti' k otochi',,spk_006,00:04:13.550,00:04:15.750
y2IUqDI2vZA_0023,jach ma' náach ti' a wotoche'exi',,spk_006,00:04:21.850,00:04:24.250
y2IUqDI2vZA_0024,naats' ti' a kaajale'ex,,spk_006,00:04:30.850,00:04:33.150
y2IUqDI2vZA_0025,jach naats' ti' u kaajalo'ob,,spk_001,00:04:37.850,00:04:40.850
y2IUqDI2vZA_0026,ma' jach naats' ti' in kaajali',,spk_001,00:04:46.150,00:04:48.450
